suburb,rooms,type,price,method,seller_g,date,distance,postcode,bedroom2,bathroom,car,landsize,building_area,year_built,council_area,lattitude,longtitude,region_name,property_count
Melton West,3,h,400000,VB,PRDNationwide,6/1/18,31.7,3337,3,2,2,NA,143,1980,Melton City Council,-37.67591,144.55929,Northern Victoria,6065
Mentone,2,h,680000,SP,Purplebricks,6/1/18,20,3194,NA,NA,NA,NA,NA,NA,Kingston City Council,NA,NA,South-Eastern Metropolitan,6162
Mentone,3,t,920000,S,Barry,6/1/18,20,3194,3,2,2,NA,160,2012,Kingston City Council,-37.98002,145.08711,South-Eastern Metropolitan,6162
Mentone,6,h,1650000,SP,Buxton,6/1/18,20,3194,6,4,1,845,NA,NA,Kingston City Council,-37.97745,145.06097,South-Eastern Metropolitan,6162
Mernda,4,h,598000,S,RW,6/1/18,25.9,3754,4,3,4,622,NA,1980,Whittlesea City Council,-37.59024,145.10626,Northern Metropolitan,5812
Mernda,4,h,518000,S,RW,6/1/18,25.9,3754,4,2,2,430,NA,NA,Whittlesea City Council,-37.60554,145.07581,Northern Metropolitan,5812
Mernda,4,h,900000,SP,Morrison,6/1/18,25.9,3754,4,2,3,NA,294,2007,Whittlesea City Council,-37.58696,145.09738,Northern Metropolitan,5812
Mernda,3,t,482500,S,LJ,6/1/18,25.9,3754,3,2,2,NA,153,2010,Whittlesea City Council,-37.61549,145.10143,Northern Metropolitan,5812
Mernda,3,h,572500,S,Ray,6/1/18,25.9,3754,3,2,2,350,138,2012,Whittlesea City Council,-37.59091,145.08332,Northern Metropolitan,5812
Mernda,3,h,580058,SP,Stockdale,6/1/18,25.9,3754,3,2,2,NA,155,2015,Whittlesea City Council,-37.603,145.06892,Northern Metropolitan,5812
Mernda,4,h,745500,SP,Love,6/1/18,25.9,3754,4,2,2,592,NA,NA,Whittlesea City Council,-37.60865,145.09504,Northern Metropolitan,5812
Mernda,4,h,662000,PI,Barry,6/1/18,25.9,3754,NA,NA,NA,NA,NA,NA,Whittlesea City Council,NA,NA,Northern Metropolitan,5812
Mernda,3,h,595000,S,RW,6/1/18,25.9,3754,3,2,2,NA,151,2007,Whittlesea City Council,-37.61243,145.09443,Northern Metropolitan,5812
Mickleham,5,h,1500000,S,Barry,6/1/18,20.6,3064,5,3,8,NA,361,2007,Hume City Council,-37.55292,144.89573,Northern Metropolitan,1158
Mill Park,4,h,NA,PI,The,6/1/18,17.9,3082,4,2,2,576,184,1980,Whittlesea City Council,-37.66823,145.05153,Northern Metropolitan,10529
Mill Park,3,h,700000,S,Love,6/1/18,17.9,3082,3,1,2,744,NA,NA,Whittlesea City Council,-37.67558,145.06452,Northern Metropolitan,10529
Mill Park,3,h,637500,S,HAR,6/1/18,17.9,3082,3,2,2,NA,NA,NA,Whittlesea City Council,-37.67208,145.0534,Northern Metropolitan,10529
Mill Park,4,h,751000,S,HAR,6/1/18,17.9,3082,4,2,2,NA,NA,NA,Whittlesea City Council,-37.65977,145.03857,Northern Metropolitan,10529
Mill Park,3,h,699000,S,RW,6/1/18,17.9,3082,3,2,2,624,NA,NA,Whittlesea City Council,-37.66209,145.0374,Northern Metropolitan,10529
Mill Park,2,u,485000,SP,Barry,6/1/18,17.9,3082,NA,NA,NA,NA,NA,NA,Whittlesea City Council,-37.67392,145.06747,Northern Metropolitan,10529
Mill Park,3,u,410000,SP,Love,6/1/18,17.9,3082,NA,NA,NA,NA,NA,NA,Whittlesea City Council,NA,NA,Northern Metropolitan,10529
Mill Park,3,h,551500,SP,Barry,6/1/18,17.9,3082,NA,NA,NA,NA,NA,NA,Whittlesea City Council,-37.65565,145.06452,Northern Metropolitan,10529
Mill Park,3,h,NA,PI,HAR,6/1/18,17.9,3082,3,2,2,531,119,1985,Whittlesea City Council,-37.65447,145.05153,Northern Metropolitan,10529
Mill Park,4,h,700500,S,Ray,6/1/18,17.9,3082,4,2,4,390,NA,NA,Whittlesea City Council,-37.67728,145.06699,Northern Metropolitan,10529
Mill Park,3,h,622000,PI,Love,6/1/18,17.9,3082,3,1,1,629,NA,NA,Whittlesea City Council,-37.66934,145.07038,Northern Metropolitan,10529
Mill Park,4,h,740000,S,Millership,6/1/18,17.9,3082,4,2,1,597,223,NA,Whittlesea City Council,-37.66143,145.05798,Northern Metropolitan,10529
Mitcham,3,h,1020000,S,Philip,6/1/18,17.2,3132,3,1,1,697,NA,NA,Whitehorse City Council,-37.80604,145.19581,Eastern Metropolitan,6871
Mitcham,2,h,732500,SP,Noel,6/1/18,17.2,3132,NA,NA,NA,NA,NA,NA,Whitehorse City Council,NA,NA,Eastern Metropolitan,6871
Mitcham,2,u,NA,PI,Ray,6/1/18,17.2,3132,NA,NA,NA,NA,NA,NA,Whitehorse City Council,NA,NA,Eastern Metropolitan,6871
Mitcham,3,u,1075000,S,Parkes,6/1/18,17.2,3132,NA,NA,NA,NA,NA,NA,Whitehorse City Council,NA,NA,Eastern Metropolitan,6871
Mitcham,3,h,1151000,S,McGrath,6/1/18,17.2,3132,3,2,2,808,NA,NA,Whitehorse City Council,-37.81794,145.20695,Eastern Metropolitan,6871
Mont Albert,2,u,541500,S,Fletchers,6/1/18,10.2,3127,NA,NA,NA,NA,NA,NA,Boroondara City Council,NA,NA,Eastern Metropolitan,2079
Mont Albert,2,h,NA,SP,Jellis,6/1/18,10.2,3127,2,1,4,NA,NA,NA,Boroondara City Council,-37.81627,145.10842,Eastern Metropolitan,2079
Mont Albert,4,h,2105000,PI,Bekdon,6/1/18,10.2,3127,4,2,2,584,NA,NA,Boroondara City Council,-37.82464,145.11232,Eastern Metropolitan,2079
Montmorency,4,h,NA,SP,Morrison,6/1/18,16.2,3094,4,2,1,NA,213,1980,Banyule City Council,-37.72096,145.11751,Eastern Metropolitan,3891
Montmorency,3,h,880000,SP,Flannagan,6/1/18,16.2,3094,3,1,NA,NA,NA,NA,Banyule City Council,-37.72582,145.13458,Eastern Metropolitan,3891
Montmorency,3,h,907000,S,Jellis,6/1/18,16.2,3094,3,2,3,NA,NA,NA,Banyule City Council,-37.72903,145.13225,Eastern Metropolitan,3891
Moonee Ponds,2,h,NA,VB,Hodges,6/1/18,6.2,3039,NA,NA,NA,NA,NA,NA,Moonee Valley City Council,NA,NA,Western Metropolitan,6232
Moonee Ponds,2,u,715000,SP,Pagan,6/1/18,6.2,3039,NA,NA,NA,NA,NA,NA,Moonee Valley City Council,NA,NA,Western Metropolitan,6232
Moonee Ponds,3,h,1490000,S,Jellis,6/1/18,6.2,3039,3,1,1,349,NA,NA,Moonee Valley City Council,-37.76304,144.92831,Western Metropolitan,6232
Mooroolbark,4,h,NA,PI,Fletchers,6/1/18,26.5,3138,4,2,2,NA,NA,NA,Yarra Ranges Shire Council,-37.77935,145.32014,Eastern Victoria,8280
Mooroolbark,4,h,712000,PI,Ray,6/1/18,26.5,3138,4,2,2,832,NA,NA,Yarra Ranges Shire Council,-37.77086,145.30497,Eastern Victoria,8280
Mooroolbark,4,h,NA,SP,Fletchers,6/1/18,26.5,3138,4,2,1,883,136,1980,Yarra Ranges Shire Council,-37.78311,145.32674,Eastern Victoria,8280
Mooroolbark,4,h,825000,SP,McGrath,6/1/18,26.5,3138,4,2,4,NA,NA,NA,Yarra Ranges Shire Council,-37.77433,145.30559,Eastern Victoria,8280
Mordialloc,4,t,930000,S,hockingstuart,6/1/18,21.5,3195,NA,NA,NA,NA,NA,NA,Kingston City Council,NA,NA,South-Eastern Metropolitan,3650
Mount Waverley,5,h,1856000,S,Ray,6/1/18,14.2,3149,5,3,2,NA,NA,NA,Monash City Council,-37.87335,145.12459,Eastern Metropolitan,13366
Mount Waverley,4,t,NA,VB,Jellis,6/1/18,14.2,3149,4,3,1,NA,NA,NA,Monash City Council,-37.88492,145.12223,Eastern Metropolitan,13366
Mount Waverley,3,h,1240000,S,Fletchers,6/1/18,14.2,3149,3,2,1,NA,NA,NA,Monash City Council,-37.85965,145.11417,Eastern Metropolitan,13366
Mount Waverley,2,h,1240000,S,OBrien,6/1/18,14.2,3149,2,2,1,NA,NA,NA,Monash City Council,-37.87769,145.14362,Eastern Metropolitan,13366
Mount Waverley,3,h,1215000,S,Ray,6/1/18,14.2,3149,3,2,2,NA,NA,NA,Monash City Council,-37.87979,145.11822,Eastern Metropolitan,13366
Mount Waverley,3,h,NA,PI,Ray,6/1/18,14.2,3149,3,1,1,NA,129,1970,Monash City Council,-37.86218,145.1435,Eastern Metropolitan,13366
Mount Waverley,2,u,NA,VB,Jellis,6/1/18,14.2,3149,NA,NA,NA,NA,NA,NA,Monash City Council,NA,NA,Eastern Metropolitan,13366
Mount Waverley,3,h,NA,SN,McGrath,6/1/18,14.2,3149,3,2,2,NA,NA,NA,Monash City Council,-37.87663,145.11958,Eastern Metropolitan,13366
Mount Waverley,5,h,NA,PI,Barry,6/1/18,14.2,3149,5,3,2,726,268,1970,Monash City Council,-37.86931,145.14033,Eastern Metropolitan,13366
Mount Waverley,3,u,742500,S,Ray,6/1/18,14.2,3149,NA,NA,NA,NA,NA,NA,Monash City Council,NA,NA,Eastern Metropolitan,13366
Mount Waverley,5,h,2700000,VB,Jellis,6/1/18,14.2,3149,5,3,2,NA,NA,NA,Monash City Council,-37.88042,145.1314,Eastern Metropolitan,13366
Mount Waverley,6,h,NA,PI,Ray,6/1/18,14.2,3149,6,3,1,NA,NA,NA,Monash City Council,-37.89138,145.141,Eastern Metropolitan,13366
Mount Waverley,3,u,850000,PI,hockingstuart,6/1/18,14.2,3149,NA,NA,NA,NA,NA,NA,Monash City Council,NA,NA,Eastern Metropolitan,13366
Mulgrave,3,h,867000,PI,Harcourts,6/1/18,18.8,3170,3,1,2,714,NA,NA,Monash City Council,-37.92554,145.17268,South-Eastern Metropolitan,7113
Mulgrave,4,h,NA,SN,Jellis,6/1/18,18.8,3170,4,2,2,656,275,1970,Monash City Council,-37.92998,145.2037,South-Eastern Metropolitan,7113
Mulgrave,3,h,825000,S,Barry,6/1/18,18.8,3170,3,1,1,650,122,1970,Monash City Council,-37.9226,145.16512,South-Eastern Metropolitan,7113
Mulgrave,5,h,NA,PI,Ray,6/1/18,18.8,3170,5,4,3,569,NA,NA,Monash City Council,-37.9353,145.19899,South-Eastern Metropolitan,7113
Murrumbeena,2,u,801000,S,C21,6/1/18,10.1,3163,NA,NA,NA,NA,NA,NA,Glen Eira City Council,NA,NA,Southern Metropolitan,4442
Murrumbeena,3,h,1437000,S,Ray,6/1/18,10.1,3163,3,2,2,763,NA,NA,Glen Eira City Council,-37.90219,145.07453,Southern Metropolitan,4442
Murrumbeena,3,h,1590000,S,Jellis,6/1/18,10.1,3163,3,1,1,840,181,1950,Glen Eira City Council,-37.89074,145.07638,Southern Metropolitan,4442
Murrumbeena,4,h,NA,PI,Buxton,6/1/18,10.1,3163,4,3,2,NA,NA,NA,Glen Eira City Council,-37.90016,145.07089,Southern Metropolitan,4442
Murrumbeena,3,h,1550000,VB,Woodards,6/1/18,10.1,3163,3,1,1,NA,NA,NA,Glen Eira City Council,-37.90404,145.06619,Southern Metropolitan,4442
New Gisborne,3,h,625000,S,Raine,6/1/18,48.1,3438,3,2,2,850,NA,NA,Macedon Ranges Shire Council,-37.4639,144.60071,Northern Victoria,849
Newport,4,t,1090000,S,Ray,6/1/18,6.2,3015,NA,NA,NA,NA,NA,NA,Hobsons Bay City Council,NA,NA,Western Metropolitan,5498
Newport,2,h,660000,S,Jas,6/1/18,6.2,3015,2,1,2,NA,NA,NA,Hobsons Bay City Council,-37.8336,144.86747,Western Metropolitan,5498
Newport,5,h,1180000,PI,Jas,6/1/18,6.2,3015,NA,NA,NA,NA,NA,NA,Hobsons Bay City Council,NA,NA,Western Metropolitan,5498
Niddrie,4,h,1050000,VB,Nelson,6/1/18,10.4,3042,4,3,4,711,226,2013,Moonee Valley City Council,-37.73644,144.87941,Western Metropolitan,2291
Noble Park,3,h,1025000,S,Area,6/1/18,22.7,3174,3,1,2,879,NA,NA,Greater Dandenong City Council,-37.97707,145.1722,South-Eastern Metropolitan,11806
Noble Park,2,t,530000,S,O'Brien,6/1/18,22.7,3174,NA,NA,NA,NA,NA,NA,Greater Dandenong City Council,NA,NA,South-Eastern Metropolitan,11806
Northcote,3,h,1575000,PI,Nelson,6/1/18,5.3,3070,3,2,1,313,NA,NA,Darebin City Council,-37.77983,144.99777,Northern Metropolitan,11364
Northcote,3,h,1585000,S,Jellis,6/1/18,5.3,3070,3,1,1,282,136,1925,Darebin City Council,-37.77997,144.99876,Northern Metropolitan,11364
Northcote,4,h,1650000,VB,FN,6/1/18,5.3,3070,4,1,1,NA,154,1920,Darebin City Council,-37.76422,144.99864,Northern Metropolitan,11364
Northcote,4,h,1420000,SP,McGrath,6/1/18,5.3,3070,NA,NA,NA,NA,NA,NA,Darebin City Council,NA,NA,Northern Metropolitan,11364
Northcote,4,h,NA,S,Nelson,6/1/18,5.3,3070,4,3,2,NA,179,2017,Darebin City Council,-37.7728,145.00369,Northern Metropolitan,11364
Northcote,2,h,1315000,S,McGrath,6/1/18,5.3,3070,2,1,1,302,100,1925,Darebin City Council,-37.77396,145.0081,Northern Metropolitan,11364
Northcote,3,h,1120000,S,Thomas,6/1/18,5.3,3070,3,1,1,NA,NA,NA,Darebin City Council,-37.77272,144.99973,Northern Metropolitan,11364
Northcote,2,u,675500,S,Nelson,6/1/18,5.3,3070,NA,NA,NA,NA,NA,NA,Darebin City Council,NA,NA,Northern Metropolitan,11364
Northcote,2,h,1100000,VB,Nelson,6/1/18,5.3,3070,2,1,NA,204,NA,1910,Darebin City Council,-37.78019,145.00668,Northern Metropolitan,11364
Northcote,5,h,2525000,SP,Jellis,6/1/18,5.3,3070,5,2,2,NA,253,1920,Darebin City Council,-37.77186,145.00924,Northern Metropolitan,11364
Nunawading,3,h,1000000,S,VICPROP,6/1/18,15.4,3131,3,1,2,589,NA,NA,Manningham City Council,-37.80755,145.17027,Eastern Metropolitan,4973
Nunawading,3,h,1102000,S,Jellis,6/1/18,15.4,3131,3,2,3,NA,NA,NA,Manningham City Council,-37.80544,145.18344,Eastern Metropolitan,4973
Oak Park,2,t,580000,PI,Brad,6/1/18,11.2,3046,NA,NA,NA,NA,NA,NA,Moreland City Council,NA,NA,Northern Metropolitan,2651
Oakleigh,2,h,NA,PI,Buxton,6/1/18,12.3,3166,2,1,2,NA,NA,NA,Monash City Council,-37.89667,145.09481,Southern Metropolitan,3224
Oakleigh South,4,h,1000000,VB,Buxton,6/1/18,15.5,3167,4,2,2,NA,143,1960,Kingston City Council,-37.92744,145.08436,South-Eastern Metropolitan,3692
Ormond,2,u,790000,VB,Gary,6/1/18,11.4,3204,NA,NA,NA,NA,NA,NA,Glen Eira City Council,NA,NA,Southern Metropolitan,3578
Ormond,2,u,810000,S,Buxton,6/1/18,11.4,3204,NA,NA,NA,NA,NA,NA,Glen Eira City Council,NA,NA,Southern Metropolitan,3578
Parkdale,2,h,975000,VB,Buxton,6/1/18,21.5,3195,NA,NA,NA,NA,NA,NA,Kingston City Council,NA,NA,South-Eastern Metropolitan,5087
Parkdale,5,h,1160000,VB,Buxton,6/1/18,21.5,3195,5,2,1,685,NA,NA,Kingston City Council,-37.98622,145.0903,South-Eastern Metropolitan,5087
Parkdale,3,h,1150000,VB,Buxton,6/1/18,21.5,3195,NA,NA,NA,NA,NA,NA,Kingston City Council,NA,NA,South-Eastern Metropolitan,5087
Parkdale,2,u,465000,VB,Thomson,6/1/18,21.5,3195,2,1,1,785,NA,NA,Kingston City Council,-37.99794,145.08232,South-Eastern Metropolitan,5087
Pascoe Vale,2,t,520000,S,Brad,6/1/18,8.5,3044,NA,NA,NA,NA,NA,NA,Moreland City Council,NA,NA,Northern Metropolitan,7485
Pascoe Vale,2,h,800000,VB,Nelson,6/1/18,8.5,3044,2,1,NA,1579,NA,NA,Moreland City Council,-37.73473,144.93909,Northern Metropolitan,7485
Pascoe Vale,3,t,690000,VB,Barry,6/1/18,8.5,3044,NA,NA,NA,NA,NA,NA,Moreland City Council,NA,NA,Northern Metropolitan,7485
Pascoe Vale,3,t,826000,S,Nelson,6/1/18,8.5,3044,3,2,2,584,118,2017,Moreland City Council,-37.71907,144.93828,Northern Metropolitan,7485
Pascoe Vale,3,h,NA,S,Nelson,6/1/18,8.5,3044,3,2,3,659,NA,NA,Moreland City Council,-37.72819,144.93182,Northern Metropolitan,7485
Pascoe Vale,2,u,585000,SP,Brad,6/1/18,8.5,3044,NA,NA,NA,NA,NA,NA,Moreland City Council,NA,NA,Northern Metropolitan,7485
Pascoe Vale,4,h,1015000,S,Nelson,6/1/18,8.5,3044,4,2,2,495,100,2014,Moreland City Council,-37.73425,144.94819,Northern Metropolitan,7485
Plumpton,3,h,464000,S,Daniel,6/1/18,23.8,3335,NA,NA,NA,NA,NA,NA,Melton City Council,NA,NA,Western Metropolitan,1490
Point Cook,3,h,670000,S,hockingstuart,6/1/18,14.7,3030,NA,NA,NA,NA,NA,NA,Wyndham City Council,NA,NA,Western Metropolitan,15542
Point Cook,4,h,650000,S,Point,6/1/18,14.7,3030,4,2,1,390,184,2004,Wyndham City Council,-37.8822,144.74597,Western Metropolitan,15542
Point Cook,4,h,NA,SP,Barry,6/1/18,14.7,3030,4,2,2,NA,NA,2005,Wyndham City Council,-37.89548,144.73537,Western Metropolitan,15542
Point Cook,4,h,NA,PI,hockingstuart,6/1/18,14.7,3030,NA,NA,NA,NA,NA,NA,Wyndham City Council,NA,NA,Western Metropolitan,15542
Point Cook,4,h,690000,PI,hockingstuart,6/1/18,14.7,3030,4,2,2,448,211,2010,Wyndham City Council,-37.9102,144.72627,Western Metropolitan,15542
Port Melbourne,2,u,797000,S,Castran,6/1/18,3.5,3207,NA,NA,NA,NA,NA,NA,Melbourne City Council,NA,NA,Southern Metropolitan,8648
Port Melbourne,3,t,1525000,VB,Buxton,6/1/18,3.5,3207,NA,NA,NA,NA,NA,NA,Melbourne City Council,NA,NA,Southern Metropolitan,8648
Port Melbourne,3,u,1362000,S,Home,6/1/18,3.5,3207,NA,NA,NA,NA,NA,NA,Melbourne City Council,NA,NA,Southern Metropolitan,8648
Port Melbourne,3,u,NA,S,Marshall,6/1/18,3.5,3207,NA,NA,NA,NA,NA,NA,Melbourne City Council,NA,NA,Southern Metropolitan,8648
Prahran,3,h,NA,S,hockingstuart,6/1/18,4.6,3181,3,1,NA,231,102,1920,Stonnington City Council,-37.85693,145.00541,Southern Metropolitan,7717
Prahran,3,u,765000,S,Beller,6/1/18,4.6,3181,NA,NA,NA,NA,NA,NA,Stonnington City Council,NA,NA,Southern Metropolitan,7717
Prahran,1,u,383000,S,hockingstuart,6/1/18,4.6,3181,NA,NA,NA,NA,NA,NA,Stonnington City Council,NA,NA,Southern Metropolitan,7717
Prahran,2,u,690000,PI,Shape,6/1/18,4.6,3181,NA,NA,NA,NA,NA,NA,Stonnington City Council,NA,NA,Southern Metropolitan,7717
Prahran,2,u,680000,SP,Jellis,6/1/18,4.6,3181,NA,NA,NA,NA,NA,NA,Stonnington City Council,NA,NA,Southern Metropolitan,7717
Prahran,2,u,612000,S,Gary,6/1/18,4.6,3181,NA,NA,NA,NA,NA,NA,Stonnington City Council,NA,NA,Southern Metropolitan,7717
Prahran,3,h,2400000,VB,Marshall,6/1/18,4.6,3181,3,2,NA,NA,NA,NA,Stonnington City Council,-37.85231,145.00146,Southern Metropolitan,7717
Prahran,2,h,1312000,PI,hockingstuart,6/1/18,4.6,3181,2,1,NA,173,NA,1890,Stonnington City Council,-37.84906,144.99826,Southern Metropolitan,7717
Preston,2,u,NA,PI,Ray,6/1/18,8.4,3072,NA,NA,NA,NA,NA,NA,Darebin City Council,NA,NA,Northern Metropolitan,14577
Preston,3,h,1185000,S,Nelson,6/1/18,8.4,3072,3,1,3,426,NA,NA,Darebin City Council,-37.75238,145.00717,Northern Metropolitan,14577
Preston,2,t,723000,S,hockingstuart,6/1/18,8.4,3072,2,1,1,NA,82,2017,Darebin City Council,-37.7483,145.00175,Northern Metropolitan,14577
Preston,3,h,985000,S,RW,6/1/18,8.4,3072,3,2,4,528,NA,NA,Darebin City Council,-37.73688,145.02273,Northern Metropolitan,14577
Preston,4,h,NA,SN,McGrath,6/1/18,8.4,3072,4,2,1,468,NA,NA,Darebin City Council,-37.74682,144.9853,Northern Metropolitan,14577
Preston,3,t,760000,S,hockingstuart,6/1/18,8.4,3072,NA,NA,NA,NA,NA,NA,Darebin City Council,NA,NA,Northern Metropolitan,14577
Preston,4,h,930000,VB,Nelson,6/1/18,8.4,3072,4,2,2,397,NA,NA,Darebin City Council,-37.73829,145.00853,Northern Metropolitan,14577
Preston,4,h,1950000,PI,Love,6/1/18,8.4,3072,4,4,2,NA,NA,NA,Darebin City Council,-37.73977,145.02161,Northern Metropolitan,14577
Preston,4,h,800000,PI,Stockdale,6/1/18,8.4,3072,4,1,NA,NA,NA,NA,Darebin City Council,-37.73936,145.01028,Northern Metropolitan,14577
Preston,5,h,1455000,S,Nelson,6/1/18,8.4,3072,5,2,2,619,253,1930,Darebin City Council,-37.73258,145.01356,Northern Metropolitan,14577
Preston,3,h,NA,W,Purplebricks,6/1/18,8.4,3072,3,1,1,526,NA,1950,Darebin City Council,-37.73549,145.02256,Northern Metropolitan,14577
Princes Hill,3,h,1575000,S,Nelson,6/1/18,3.5,3054,3,1,NA,NA,NA,NA,Yarra City Council,-37.78285,144.96592,Northern Metropolitan,1008
Research,4,h,900000,S,Morrison,6/1/18,18,3095,4,1,1,NA,NA,NA,Nillumbik Shire Council,-37.70454,145.18167,Eastern Metropolitan,938
Reservoir,3,h,600000,PI,Ray,6/1/18,12,3073,3,1,2,534,120,1985,Darebin City Council,-37.69241,144.97873,Northern Metropolitan,21650
Reservoir,2,t,562000,S,Barry,6/1/18,12,3073,NA,NA,NA,NA,NA,NA,Darebin City Council,NA,NA,Northern Metropolitan,21650
Reservoir,3,h,900000,S,Nelson,6/1/18,12,3073,3,2,2,485,121,1950,Darebin City Council,-37.72486,144.991,Northern Metropolitan,21650
Reservoir,3,u,NA,SP,Spencer,6/1/18,12,3073,NA,NA,NA,NA,NA,NA,Darebin City Council,NA,NA,Northern Metropolitan,21650
Reservoir,3,h,700500,S,Ray,6/1/18,12,3073,NA,NA,NA,NA,NA,NA,Darebin City Council,NA,NA,Northern Metropolitan,21650
Reservoir,3,t,560000,S,Barry,6/1/18,12,3073,NA,NA,NA,NA,NA,NA,Darebin City Council,NA,NA,Northern Metropolitan,21650
Reservoir,1,t,455000,S,Barry,6/1/18,12,3073,NA,NA,NA,NA,NA,NA,Darebin City Council,NA,NA,Northern Metropolitan,21650
Reservoir,4,h,845000,SP,RW,6/1/18,12,3073,4,1,2,NA,122,1960,Darebin City Council,-37.72866,145.03345,Northern Metropolitan,21650
Reservoir,3,h,810000,S,hockingstuart,6/1/18,12,3073,3,2,2,186,118,2014,Darebin City Council,-37.72156,145.01103,Northern Metropolitan,21650
Reservoir,3,h,920000,S,Barry,6/1/18,12,3073,3,1,2,680,119,1970,Darebin City Council,-37.7052,145.02343,Northern Metropolitan,21650
Reservoir,3,h,865000,S,Barry,6/1/18,12,3073,3,1,1,NA,NA,NA,Darebin City Council,-37.70283,145.00984,Northern Metropolitan,21650
Reservoir,3,t,585000,S,Ray,6/1/18,12,3073,NA,NA,NA,NA,NA,NA,Darebin City Council,NA,NA,Northern Metropolitan,21650
Reservoir,3,h,770000,S,Nelson,6/1/18,12,3073,NA,NA,NA,NA,NA,NA,Darebin City Council,NA,NA,Northern Metropolitan,21650
Reservoir,4,h,NA,SN,Ray,6/1/18,12,3073,4,2,2,999,302,2010,Darebin City Council,-37.70353,144.98727,Northern Metropolitan,21650
Reservoir,3,h,775000,S,McGrath,6/1/18,12,3073,3,1,2,275,123,1950,Darebin City Council,-37.72311,144.99559,Northern Metropolitan,21650
Reservoir,2,t,600000,S,Nelson,6/1/18,12,3073,NA,NA,NA,NA,NA,NA,Darebin City Council,NA,NA,Northern Metropolitan,21650
Reservoir,3,t,669000,S,RW,6/1/18,12,3073,3,2,2,NA,97,2011,Darebin City Council,-37.72099,145.00291000000001,Northern Metropolitan,21650
Reservoir,4,h,890000,S,Nelson,6/1/18,12,3073,4,2,3,NA,175,1990,Darebin City Council,-37.70854,145.0311,Northern Metropolitan,21650
Reservoir,2,t,698000,S,Barry,6/1/18,12,3073,NA,NA,NA,NA,NA,NA,Darebin City Council,NA,NA,Northern Metropolitan,21650
Richmond,2,h,1000000,VB,hockingstuart,6/1/18,2.4,3121,2,1,0,143,NA,NA,Yarra City Council,-37.81581,145.01209,Northern Metropolitan,14949
Richmond,2,u,550000,VB,hockingstuart,6/1/18,2.4,3121,NA,NA,NA,NA,NA,NA,Yarra City Council,NA,NA,Northern Metropolitan,14949
Richmond,3,h,1490000,S,Nelson,6/1/18,2.4,3121,3,2,2,NA,NA,NA,Yarra City Council,-37.82482,145.00876,Northern Metropolitan,14949
Richmond,3,h,1182000,S,Jellis,6/1/18,2.4,3121,3,1,1,NA,NA,NA,Yarra City Council,-37.8126,145.00845,Northern Metropolitan,14949
Richmond,3,h,1700000,SP,Biggin,6/1/18,2.4,3121,3,2,2,169,123,1900,Yarra City Council,-37.83261,144.99895,Northern Metropolitan,14949
Richmond,3,h,1710000,S,Collins,6/1/18,2.4,3121,3,1,1,229,NA,NA,Yarra City Council,-37.82583,145.01246,Northern Metropolitan,14949
Richmond,2,h,1145000,S,Nelson,6/1/18,2.4,3121,NA,NA,NA,NA,NA,NA,Yarra City Council,NA,NA,Northern Metropolitan,14949
Richmond,3,h,1000000,S,Biggin,6/1/18,2.4,3121,3,1,NA,NA,NA,NA,Yarra City Council,-37.81297,144.99284,Northern Metropolitan,14949
Richmond,1,u,530000,S,Marshall,6/1/18,2.4,3121,NA,NA,NA,NA,NA,NA,Yarra City Council,NA,NA,Northern Metropolitan,14949
Richmond,3,t,NA,PI,Biggin,6/1/18,2.4,3121,3,3,2,NA,NA,NA,Yarra City Council,-37.83185,144.99806,Northern Metropolitan,14949
Riddells Creek,4,h,765000,PI,Raine,6/1/18,47.4,3431,NA,NA,NA,NA,NA,NA,Macedon Ranges Shire Council,NA,NA,Northern Victoria,1475
Ringwood,4,h,1246000,S,Carter,6/1/18,19.9,3134,4,2,2,760,198,1950,Maroondah City Council,-37.81756,145.23526,Eastern Metropolitan,7785
Ringwood East,3,h,805000,S,Carter,6/1/18,21.3,3135,3,1,2,728,NA,NA,Maroondah City Council,-37.8193,145.24774,Eastern Metropolitan,4407
Ringwood East,2,u,NA,PI,McGrath,6/1/18,21.3,3135,NA,NA,NA,NA,NA,NA,Maroondah City Council,NA,NA,Eastern Metropolitan,4407
Ripponlea,2,h,1380000,S,Cayzer,6/1/18,7.2,3185,2,1,1,240,108,1910,Port Phillip City Council,-37.87892,144.9956,Southern Metropolitan,821
Rosanna,3,u,NA,SN,Miles,6/1/18,8.9,3084,NA,NA,NA,NA,NA,NA,Banyule City Council,NA,NA,Eastern Metropolitan,3540
Rosanna,3,h,NA,SN,Barry,6/1/18,8.9,3084,NA,NA,NA,NA,NA,NA,Banyule City Council,NA,NA,Eastern Metropolitan,3540
Rosanna,3,u,NA,VB,Fletchers,6/1/18,8.9,3084,NA,NA,NA,NA,NA,NA,Banyule City Council,NA,NA,Eastern Metropolitan,3540
Rowville,5,h,956000,S,Ray,6/1/18,23.5,3178,5,2,4,725,200,1980,Knox City Council,-37.922,145.25426,South-Eastern Metropolitan,11667
Rowville,4,h,NA,PI,Purplebricks,6/1/18,23.5,3178,4,2,2,NA,355,2001,Knox City Council,-37.90675,145.27267,South-Eastern Metropolitan,11667
Roxburgh Park,4,h,NA,SP,RW,6/1/18,20.6,3064,4,2,2,NA,207,2007,Hume City Council,-37.63741,144.91823,Northern Metropolitan,5833
